id,name,external_id,ean,category_id,stock_available,sellingMode_price_amount,isEmphasized,isDepartmentEmphasized,updatedAt,afterSalesServices_impliedWarranty_id,stock_unit,additionalMarketplaces_allegro-business-cz_publication_state,publication_startingAt,afterSalesServices_warranty,location_province,delivery_shipmentDate,messageToSellerSettings_mode,additionalMarketplaces_allegro-business-cz_sellingMode_price_amount,additionalMarketplaces_allegro-cz_sellingMode_price_amount,validation_validatedAt,compatibilityList_items,additionalMarketplaces_allegro-hu_publication_refusalReasons,afterSalesServices_returnPolicy_id,delivery_handlingTime,publication_marketplaces_additional,additionalMarketplaces_allegro-business-cz_sellingMode_price_currency,description_sections,additionalServices,publication_marketplaces_base_id,compatibilityList_type,attachments,additionalMarketplaces_allegro-sk_publication_refusalReasons,messageToSellerSettings,createdAt,sizeTable,sellingMode_minimalPrice,validation_errors,additionalMarketplaces_allegro-sk_sellingMode_price_amount,location_city,additionalMarketplaces_allegro-cz_sellingMode_price_currency,language,afterSalesServices_warranty_id,discounts_wholesalePriceList_id,publication_status,publication_endingAt,payments_invoice,additionalMarketplaces_allegro-hu_sellingMode,sellingMode_price_currency,delivery_shippingRates_id,publication_endedBy,location_postCode,additionalMarketplaces_allegro-business-cz_publication_refusalReasons,additionalMarketplaces_allegro-hu_sellingMode_price_amount,sellingMode_startingPrice,fundraisingCampaign,additionalMarketplaces_allegro-cz_publication_state,additionalMarketplaces_allegro-sk_sellingMode_price_currency,taxSettings_rates,compatibilityList,productSet,location_countryCode,additionalMarketplaces_allegro-business-cz_sellingMode,publication_republish,images,additionalMarketplaces_allegro-hu_sellingMode_price_currency,warnings,parameters,additionalMarketplaces_allegro-hu_publication_state,validation_warnings,taxSettings_exemption,discounts_wholesalePriceList,sellingMode_format,contact,delivery_additionalInfo,publication_duration,taxSettings_subject,additionalMarketplaces_allegro-cz_publication_refusalReasons,additionalMarketplaces_allegro-sk_publication_state,b2b
16767109855,"Podróżny adapter, Fixed, przejściówka angielska do gniazdek UK wtyczka",8591680159079,8591680159079,76369,999,35.00,False,False,2024-10-29T14:27:09.297Z,7d0a7f51-1836-4944-92e0-6c70ada2c3f1,UNIT,NOT_REQUESTED,,,WIELKOPOLSKIE,,,204.00,204.00,2024-10-29T13:52:44.179Z,,[],a6c1c27e-96f6-4157-a3fa-fbdb1db24521,PT24H,"[{'id': 'allegro-sk'}, {'id': 'allegro-cz'}, {'id': 'allegro-hu'}]",CZK,"[{'items': [{'url': 'https://a.allegroimg.com/original/11b68f/04f1cd5249cabf56c4f388ab7ff9', 'type': 'IMAGE'}, {'type': 'TEXT', 'content': '<h2>⚡&nbsp;Adapter / przejściówka Fixed World to UK Adapter ⚡</h2><h2>World - UK</h2><ul><li><b>Wersja kolorystyczna:</b> White (biała)</li><li><b>Rodzaj gniazda</b>: Typ G (3-biegunowy)</li><li><b>Wejście</b>: 100-250V, max 10A/2500W</li><li><b>Wymiary</b>: 64 x 50 x 50 mm</li><li><b>Waga</b>: 74 g</li><li><b>Kod produktu:</b> 8591680159079</li><li><b>Kod producenta:</b> FIXCT-UK</li></ul><p><b>Uwaga!</b></p><ul><li><b>Nie łączyć </b>ze sobą adapterów podróżnych.</li><li><b>Ten adapter nie konwertuje napięcia.</b></li><li><b>Tylko do użytku tymczasowego.</b></li></ul>'}]}, {'items': [{'type': 'TEXT', 'content': '<h1>✳️Swoboda w podróży</h1><p><b>Marka Fixed</b> oferuje adapter podróżny, który doskonale sprawdza się w Wielkiej Brytanii i innych miejscach stosujących brytyjski standard. Adapter jest kompaktowy i łatwy w użyciu, dzięki czemu świetnie sprawdzi się podczas podróży, gwarantując wygodę korzystania z urządzeń elektrycznych w każdym miejscu.</p><p>Jest bardzo <b>praktyczny</b> i <b>wygodny</b> <b>w użytkowaniu</b>, dzięki czemu można go łatwo zabierać ze sobą w trakcie podróży.</p>'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/118917/e871e44a47909871fa99922accda', 'type': 'IMAGE'}]}, {'items': [{'type': 'TEXT', 'content': '<h1>✳️Ochrona przed porażeniem</h1><p>Dzięki <b>uziemieniu</b> użytkownik jest chroniony <b>przed ryzykiem porażenia</b> <b>prądem</b> w przypadku wystąpienia awarii lub zwarcia w instalacji elektrycznej.</p>'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/11975f/13dadc2e48fa847be9fa62c5344d', 'type': 'IMAGE'}]}, {'items': [{'type': 'TEXT', 'content': '<h1>✳️Towarzysz każdej podróży!</h1><p>Ważne jest, aby pamiętać, że adapter podróżny <b>nie konwertuje napięcia</b>. Oznacza to, że adapter służy jedynie do zmiany rodzaju wtyczki urządzenia, umożliwiając podłączenie go do gniazdka elektrycznego w kraju, do którego się podróżuje.</p>'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/1106cc/b58b68114106b956c2376ff8209c', 'type': 'IMAGE'}]}]",,allegro-pl,,[],[],,2024-10-29T13:27:37.000Z,,,[],8.05,Ostrów Wielkopolski,CZK,pl-PL,e86b9ee9-6af3-42cf-8ccc-2278d7e60a84,eddda5ab-df7f-404b-816f-c0eff691dd3e,ACTIVE,,VAT,,PLN,77d0ac1e-c9d5-4816-950a-729648713959,,63-400,[],3255.00,,,APPROVED,EUR,"[{'rate': '23.00', 'countryCode': 'PL'}, {'rate': '21.00', 'countryCode': 'CZ'}, {'rate': '20.00', 'countryCode': 'SK'}, {'rate': '27.00', 'countryCode': 'HU'}]",,"[{'product': {'id': 'af79499d-1aa7-4b28-8621-b099b300eca0', 'parameters': [{'id': '225693', 'name': 'EAN (GTIN)', 'values': ['8591680159079'], 'valuesIds': None, 'rangeValue': None}, {'id': '224017', 'name': 'Kod producenta', 'values': ['8591680159079'], 'valuesIds': None, 'rangeValue': None}, {'id': '248135', 'name': 'Marka', 'values': ['Fixed'], 'valuesIds': ['248135_1189776'], 'rangeValue': None}, {'id': '237206', 'name': 'Model', 'values': ['FIXCT-UK'], 'valuesIds': None, 'rangeValue': None}, {'id': '17448', 'name': 'Waga produktu z opakowaniem jednostkowym', 'values': ['0.2'], 'valuesIds': None, 'rangeValue': None}], 'publication': {'status': 'LISTED'}}, 'quantity': {'value': 1}, 'responsiblePerson': None, 'responsibleProducer': None}]",PL,,True,"['https://a.allegroimg.com/original/118917/e871e44a47909871fa99922accda', 'https://a.allegroimg.com/original/11975f/13dadc2e48fa847be9fa62c5344d', 'https://a.allegroimg.com/original/1106cc/b58b68114106b956c2376ff8209c', 'https://a.allegroimg.com/original/11aca8/9b06972f40c7bb80d314b1317de7', 'https://a.allegroimg.com/original/11b68f/04f1cd5249cabf56c4f388ab7ff9']",HUF,[],"[{'id': '11323', 'name': 'Stan', 'values': ['Nowy'], 'valuesIds': ['11323_1'], 'rangeValue': None}, {'id': '229205', 'name': 'Stan opakowania', 'values': ['oryginalne'], 'valuesIds': ['229205_340245'], 'rangeValue': None}]",APPROVED,[],,,BUY_NOW,,,,GOODS,[],APPROVED,
16767196440,"Etui z podstawką do iPhone 16 Pro Max, Spigen Caseology Nano Pop do MagSafe",810083835204,810083835204,353,999,159.00,False,False,2024-10-29T14:26:42.764Z,7d0a7f51-1836-4944-92e0-6c70ada2c3f1,UNIT,NOT_REQUESTED,,,WIELKOPOLSKIE,,,927.00,927.00,2024-10-29T13:50:12.412Z,"[{'id': '47b18cca4292a835fec202b54987274e51ae0d9d86bf8735275b37a5093c162e', 'text': 'Apple iPhone 16 Pro Max', 'type': 'ID', 'additionalInfo': []}]",[],a6c1c27e-96f6-4157-a3fa-fbdb1db24521,PT24H,"[{'id': 'allegro-sk'}, {'id': 'allegro-cz'}, {'id': 'allegro-hu'}]",CZK,"[{'items': [{'url': 'https://a.allegroimg.com/original/11850e/6b8f8081424b9d4578c4a6062afc', 'type': 'IMAGE'}, {'type': 'TEXT', 'content': '<h1>Spigen Caseology Nano Pop Mag KickStand</h1><h2>do Apple iPhone 16 Pro Max</h2><ul><li><b>Wersja kolorystyczna</b>: Black Sesame (czarno-szara)</li><li><b>Materiał</b>: termopoliuretan</li><li><b>Caseology</b>: to kolejna już gałąź nieustannie rozwijającej się firmy&nbsp;<b>Spigen</b>&nbsp;nastawiona na produkcję nowoczesnych akcesoriów dla urządzeń mobilnych</li><li><b>Kompatybilność z technologią MagSafe</b>: wbudowany pierścień magnetyczny</li><li><b>Wbudowana podstawka / nóżka KickStand</b></li><li><b>Budowa</b>: smukła, lekka, ze specjalnym wzorem wewnętrznym dla lepszej ochrony</li><li><b>Wykończenie</b>: matowe w dwutonowej kolorystyce</li><li><b>Osłony</b>: zintegrowane osłony na przyciski</li><li><b>Ranty ochronne</b>: dla ekranu i aparatu, zabezpieczające je na płaskich powierzchniach</li><li><b>Wzmocnienie narożników</b>: amortyzujące poduszki powietrzne</li><li><b>Rodzaj ochrony</b>: zgodny z wymogami standardu odporności Mil-Grade</li><li><b>Uwaga</b>: przedmiotem sprzedaży jest samo etui, pozostałe akcesoria widoczne na zdjęciach służą jedynie przedstawieniu jego funkcjonalności</li><li><b>Kod producenta: </b>ACS08057</li><li><b>Kod produktu:</b> 810083835204</li></ul><p>Etui&nbsp;<b>kompatybilne ze szkłami o wymiarach mniejszych niż</b> (dług. x szer.): 15,93 x 7,40 cm</p>'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/115c2a/d738ef544a51b4c124ec65c54e90', 'type': 'IMAGE'}]}, {'items': [{'type': 'TEXT', 'content': '<h1>⭐ Niepowtarzalny design i świeże kolory</h1><p>Pokrowiec marki&nbsp;<b>Spigen</b>&nbsp;z serii&nbsp;<b>Caseology Nano Pop Mag</b> <b>KickStand </b>to doskonale dopasowana konstrukcja łącząca twardy&nbsp;<b>poliwęglan</b>&nbsp;z&nbsp;<b>TPU</b>&nbsp;redukującym wstrząsy, zapewniająca&nbsp;<b>wysoką ochronę</b>&nbsp;w codziennym użytkowaniu.</p><p>Case zapewnia dokładne&nbsp;<b>dopasowanie</b>&nbsp;dzięki smukłemu profilowi, a jego odważne, kontrastujące&nbsp;<b>dwukolorowe</b>&nbsp;odcienie wokół wyeksponowanej wyspy aparatu tworzą sportowy i zabawny wygląd.</p><p>✅ Dodatkowo wbudowany pierścień magnetyczny oferuje&nbsp;<b>kompatybilność z akcesoriami MagSafe</b>.</p>'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/1129f6/d1fb62ff4002899744e76fd5bcc6', 'type': 'IMAGE'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/115c2a/d738ef544a51b4c124ec65c54e90', 'type': 'IMAGE'}]}, {'items': [{'type': 'TEXT', 'content': '<h1>⭐ Gustowna ochrona</h1><p>Etui jest zgodne z wymogami wojskowego standardu odporności\xa0<b>Military Grade</b>, a hybrydowa budowa i zastosowany elastyczny termopoliuretan zapewniają świetną amortyzację wstrząsów.</p><p>To doskonale dopasowana konstrukcja, oferująca wysoką\xa0<b>ochronę w codziennym użytkowaniu</b>.</p>'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/11e0fc/6828b70e4085933f522a775dc0b4', 'type': 'IMAGE'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/115c2a/d738ef544a51b4c124ec65c54e90', 'type': 'IMAGE'}]}, {'items': [{'type': 'TEXT', 'content': '<h1>⭐ Matowe wykończenie</h1><p>Cover charakteryzuje się\xa0<b>matową</b>\xa0powłoką, która świetnie się prezentuje, a jednocześnie minimalizuje pozostawianie odcisków palców, zapewniając przy tym lepszy chwyt.</p>'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/11e562/99c6b50141328d6bb59baffe9c7a', 'type': 'IMAGE'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/115c2a/d738ef544a51b4c124ec65c54e90', 'type': 'IMAGE'}]}, {'items': [{'type': 'TEXT', 'content': '<h1>⭐ Pełna funkcjonalność</h1><p>Futerał posiada doskonale dopasowane\xa0<b>osłony na przyciski</b>\xa0oraz\xa0<b>wycięcia na załącza</b>\xa0zapewniając\xa0<b>pełen dostęp</b>\xa0do portów zewnętrznych i wszelkich funkcji urządzenia.</p>'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/119f20/1ffb6a6b487ab917a9694e809092', 'type': 'IMAGE'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/115c2a/d738ef544a51b4c124ec65c54e90', 'type': 'IMAGE'}]}, {'items': [{'type': 'TEXT', 'content': '<h1>⭐ Zintegrowana nóżka</h1><p>Niezwykle funkcjonalny&nbsp;<b>Caseology Nano Pop Mag KickStand</b>&nbsp;posiada wbudowany stojak, który pozwala na swobodne przeglądanie multimediów w komfortowej pozycji poziomej.</p>'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/11722b/8d609b064831948b401330e1c12a', 'type': 'IMAGE'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/115c2a/d738ef544a51b4c124ec65c54e90', 'type': 'IMAGE'}]}, {'items': [{'type': 'TEXT', 'content': '<h1>⭐ Wystające krawędzie</h1><p>Lekko podniesione krawędzie&nbsp;<b>chronią ekran i kamerę</b>&nbsp;na płaskiej powierzchni, zwiększając tym samym bezpieczeństwo smartfona podczas codziennego użytkowania.</p><ul><li>Wypukłe&nbsp;<b>ranty wokół wyspy aparatu</b>&nbsp;dla dodatkowej ochrony.</li></ul>'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/11b0f1/86f4be684b85877f8aa1dbeb49c7', 'type': 'IMAGE'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/115c2a/d738ef544a51b4c124ec65c54e90', 'type': 'IMAGE'}]}, {'items': [{'type': 'TEXT', 'content': '<h1>⭐ Smukły i minimalistyczny design</h1><p>Etui charakteryzuje się\xa0<b>minimalistycznym</b>\xa0wyglądem, dokładnym\xa0<b>dopasowaniem</b>\xa0i\xa0<b>smukłym profilem</b>.\u200b Jest lekkie i doskonale przylega do smartfona, dzięki czemu nie dodaje zbędnej objętości.</p><p>Obudowa nie pogrubia znacząco urządzenia oraz stawia na\xa0<b>nowoczesny</b>\xa0design, a zastosowane materiały zapewniają lekkość pokrowca i zgodność z ładowaniem bezprzewodowym (dotyczy urządzeń wyposażonych w tą funkcję).</p>'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/1184e0/28b3504e4b5096ee09ba01d49bd3', 'type': 'IMAGE'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/115c2a/d738ef544a51b4c124ec65c54e90', 'type': 'IMAGE'}]}, {'items': [{'type': 'TEXT', 'content': '<h1>⭐ Kompatybilność z MagSafe</h1><p>Umieszczony wewnątrz etui\xa0<b>magnetyczny pierścień</b>\xa0oferuje pełną\xa0<b>kompatybilność z akcesoriami MagSafe</b>, dzięki czemu nie ma potrzeby zdejmowania pokrowca aby z nich swobodnie korzystać.</p>'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/1193f4/dc3d65ce4d6993be339caf8cddcf', 'type': 'IMAGE'}]}, {'items': [{'url': 'https://a.allegroimg.com/original/115c2a/d738ef544a51b4c124ec65c54e90', 'type': 'IMAGE'}]}]",,allegro-pl,MANUAL,[],[],,2024-10-29T13:43:40.000Z,,,[],36.55,Ostrów Wielkopolski,CZK,pl-PL,e86b9ee9-6af3-42cf-8ccc-2278d7e60a84,eddda5ab-df7f-404b-816f-c0eff691dd3e,ACTIVE,,VAT,,PLN,2ca33f56-da4e-4313-a350-6e670e5f1381,,63-400,[],14795.00,,,APPROVED,EUR,"[{'rate': '23.00', 'countryCode': 'PL'}, {'rate': '20.00', 'countryCode': 'SK'}, {'rate': '21.00', 'countryCode': 'CZ'}, {'rate': '27.00', 'countryCode': 'HU'}]",,"[{'product': {'id': 'e5ed8605-44d1-4f00-a8b0-8afad553bc78', 'parameters': [{'id': '225693', 'name': 'EAN (GTIN)', 'values': ['810083835204'], 'valuesIds': None, 'rangeValue': None}, {'id': '224017', 'name': 'Kod producenta', 'values': ['ACS08057'], 'valuesIds': None, 'rangeValue': None}, {'id': '248135', 'name': 'Marka', 'values': ['Spigen'], 'valuesIds': ['248135_1119931'], 'rangeValue': None}, {'id': '219781', 'name': 'Dedykowany model', 'values': ['iPhone 16 Pro Max'], 'valuesIds': None, 'rangeValue': None}, {'id': '249372', 'name': 'Kolekcja', 'values': ['Nano Pop Mag Kickstand'], 'valuesIds': None, 'rangeValue': None}, {'id': '207786', 'name': 'Dedykowana marka', 'values': ['Apple'], 'valuesIds': ['207786_233798'], 'rangeValue': None}, {'id': '206002', 'name': 'Kolor', 'values': ['czarny'], 'valuesIds': ['206002_225590'], 'rangeValue': None}, {'id': '207790', 'name': 'Typ', 'values': ['plecki'], 'valuesIds': ['207790_233882'], 'rangeValue': None}, {'id': '207798', 'name': 'Materiał', 'values': ['tworzywo sztuczne'], 'valuesIds': ['207798_233910'], 'rangeValue': None}, {'id': '207794', 'name': 'Rozszerzenie', 'values': ['podstawka'], 'valuesIds': ['207794_4'], 'rangeValue': None}, {'id': '207802', 'name': 'Funkcje', 'values': ['ładowanie indukcyjne', 'MagSafe', 'pochłanianie wstrząsów'], 'valuesIds': ['207802_2', '207802_1916295', '207802_4'], 'rangeValue': None}, {'id': '17448', 'name': 'Waga produktu z opakowaniem jednostkowym', 'values': ['0.2'], 'valuesIds': None, 'rangeValue': None}], 'publication': {'status': 'LISTED'}}, 'quantity': {'value': 1}, 'responsiblePerson': None, 'responsibleProducer': None}]",PL,,True,"['https://a.allegroimg.com/original/11850e/6b8f8081424b9d4578c4a6062afc', 'https://a.allegroimg.com/original/11e562/99c6b50141328d6bb59baffe9c7a', 'https://a.allegroimg.com/original/11ebb8/a1214bd346829286b2cfac7addd6', 'https://a.allegroimg.com/original/11042b/ac6c33d649b7bc7bd77954f4f6ae', 'https://a.allegroimg.com/original/11e0fc/6828b70e4085933f522a775dc0b4', 'https://a.allegroimg.com/original/1129f6/d1fb62ff4002899744e76fd5bcc6', 'https://a.allegroimg.com/original/1193cf/124917474df187cf61bf7944c340', 'https://a.allegroimg.com/original/11722b/8d609b064831948b401330e1c12a', 'https://a.allegroimg.com/original/119f20/1ffb6a6b487ab917a9694e809092', 'https://a.allegroimg.com/original/11b0f1/86f4be684b85877f8aa1dbeb49c7', 'https://a.allegroimg.com/original/1193f4/dc3d65ce4d6993be339caf8cddcf', 'https://a.allegroimg.com/original/1184e0/28b3504e4b5096ee09ba01d49bd3', 'https://a.allegroimg.com/original/115c2a/d738ef544a51b4c124ec65c54e90']",HUF,[],"[{'id': '11323', 'name': 'Stan', 'values': ['Nowy'], 'valuesIds': ['11323_1'], 'rangeValue': None}, {'id': '229205', 'name': 'Stan opakowania', 'values': ['oryginalne'], 'valuesIds': ['229205_340245'], 'rangeValue': None}]",APPROVED,[],,,BUY_NOW,,,,GOODS,[],APPROVED,
